source,destination,distance_km,travel_time_minutes,alt_distance_km,alt_travel_time_minutes,time_of_day,stop1,stop1_traffic,stop1_alt_route,stop1_weather,stop1_road_condition,stop1_passenger_demand_in,stop1_passenger_demand_out,stop2,stop2_traffic,stop2_alt_route,stop2_weather,stop2_road_condition,stop2_passenger_demand_in,stop2_passenger_demand_out,stop3,stop3_traffic,stop3_alt_route,stop3_weather,stop3_road_condition,stop3_passenger_demand_in,stop3_passenger_demand_out,stop4,stop4_traffic,stop4_alt_route,stop4_weather,stop4_road_condition,stop4_passenger_demand_in,stop4_passenger_demand_out,stop5,stop5_traffic,stop5_alt_route,stop5_weather,stop5_road_condition,stop5_passenger_demand_in,stop5_passenger_demand_out,stop6,stop6_traffic,stop6_alt_route,stop6_weather,stop6_road_condition,stop6_passenger_demand_in,stop6_passenger_demand_out,stop7,stop7_traffic,stop7_alt_route,stop7_weather,stop7_road_condition,stop7_passenger_demand_in,stop7_passenger_demand_out,stop8,stop8_traffic,stop8_alt_route,stop8_weather,stop8_road_condition,stop8_passenger_demand_in,stop8_passenger_demand_out,stop9,stop9_traffic,stop9_alt_route,stop9_weather,stop9_road_condition,stop9_passenger_demand_in,stop9_passenger_demand_out,stop10,stop10_traffic,stop10_alt_route,stop10_weather,stop10_road_condition,stop10_passenger_demand_in,stop10_passenger_demand_out,stop11,stop11_traffic,stop11_alt_route,stop11_weather,stop11_road_condition,stop11_passenger_demand_in,stop11_passenger_demand_out,stop12,stop12_traffic,stop12_alt_route,stop12_weather,stop12_road_condition,stop12_passenger_demand_in,stop12_passenger_demand_out
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.499713101101328,54,32.46382661965855,85,04:21,Jaitpur Crossing,High,True,Clear,Poor,40,21,Lal Kuan,High,True,Foggy,Poor,33,41,Okhla Phase 1,Moderate,True,Clear,Good,18,27,Govind Puri Metro Station,Moderate,True,Foggy,Moderate,26,44,Nehru Place Terminal,Low,True,Cloudy,Moderate,12,23,Panchsheel Enclave,Moderate,False,Foggy,Good,22,48,IIT Gate,Low,False,Clear,Moderate,11,6,Munirka DDA Flats,Moderate,False,Cloudy,Good,1,11,Vasant Vihar,Moderate,False,Rainy,Good,44,49,Palam Airport / IGI Airport T111,High,True,Cloudy,Moderate,34,8,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Poor,32,1,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Moderate,29,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.0236173203736,80,31.606839048844062,74,04:38,Jaitpur Crossing,High,False,Foggy,Poor,22,22,Lal Kuan,Low,True,Cloudy,Poor,26,15,Okhla Phase 1,Moderate,False,Foggy,Poor,15,17,Govind Puri Metro Station,Moderate,True,Foggy,Moderate,5,18,Nehru Place Terminal,Low,True,Rainy,Moderate,28,37,Panchsheel Enclave,Moderate,False,Cloudy,Good,2,23,IIT Gate,High,True,Rainy,Good,8,19,Munirka DDA Flats,Low,False,Cloudy,Moderate,12,7,Vasant Vihar,Moderate,True,Rainy,Poor,25,3,Palam Airport / IGI Airport T111,Moderate,False,Foggy,Good,40,41,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Clear,Moderate,11,29,Dwarka Sec-6 Telephone Exchange,Low,True,Clear,Moderate,13,32
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.56958952695784,71,32.83657985583355,67,08:53,Jaitpur Crossing,High,True,Foggy,Good,39,18,Lal Kuan,Low,True,Rainy,Poor,13,43,Okhla Phase 1,Low,True,Clear,Moderate,49,47,Govind Puri Metro Station,Low,False,Foggy,Poor,43,15,Nehru Place Terminal,Low,False,Rainy,Moderate,49,35,Panchsheel Enclave,High,True,Clear,Good,47,26,IIT Gate,High,False,Foggy,Moderate,40,8,Munirka DDA Flats,Moderate,True,Foggy,Good,26,49,Vasant Vihar,Low,False,Cloudy,Moderate,0,50,Palam Airport / IGI Airport T111,Low,True,Foggy,Poor,24,38,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Moderate,30,38,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Poor,30,16
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.90035893543016,74,33.24588998670194,86,13:57,Jaitpur Crossing,Moderate,False,Clear,Moderate,26,13,Lal Kuan,Low,False,Clear,Good,24,13,Okhla Phase 1,Moderate,False,Cloudy,Poor,14,19,Govind Puri Metro Station,High,True,Clear,Good,12,17,Nehru Place Terminal,Moderate,True,Rainy,Poor,50,31,Panchsheel Enclave,Low,False,Foggy,Good,0,4,IIT Gate,High,False,Rainy,Good,34,7,Munirka DDA Flats,Moderate,False,Cloudy,Moderate,44,29,Vasant Vihar,Moderate,False,Foggy,Good,24,35,Palam Airport / IGI Airport T111,Low,False,Cloudy,Poor,5,12,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Good,25,7,Dwarka Sec-6 Telephone Exchange,Low,True,Rainy,Good,6,28
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.333796330162524,83,25.355988791606396,86,13:59,Jaitpur Crossing,Moderate,True,Rainy,Good,12,37,Lal Kuan,Low,True,Rainy,Moderate,24,29,Okhla Phase 1,High,False,Clear,Poor,42,37,Govind Puri Metro Station,Low,True,Foggy,Poor,39,24,Nehru Place Terminal,Low,True,Cloudy,Poor,2,47,Panchsheel Enclave,Low,False,Foggy,Moderate,11,23,IIT Gate,High,False,Foggy,Good,31,33,Munirka DDA Flats,High,True,Rainy,Good,44,31,Vasant Vihar,High,False,Cloudy,Moderate,9,50,Palam Airport / IGI Airport T111,Moderate,True,Clear,Moderate,34,0,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Moderate,35,16,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Good,50,11
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.38669941433704,77,25.536127439401092,69,16:09,Jaitpur Crossing,Moderate,True,Foggy,Poor,0,34,Lal Kuan,Low,True,Foggy,Good,42,15,Okhla Phase 1,Low,False,Rainy,Good,10,25,Govind Puri Metro Station,Moderate,False,Rainy,Poor,50,31,Nehru Place Terminal,Low,True,Rainy,Poor,47,24,Panchsheel Enclave,High,False,Cloudy,Moderate,6,28,IIT Gate,High,True,Cloudy,Moderate,6,16,Munirka DDA Flats,Moderate,False,Clear,Moderate,5,12,Vasant Vihar,High,True,Cloudy,Good,38,19,Palam Airport / IGI Airport T111,Low,True,Foggy,Poor,25,36,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Good,50,3,Dwarka Sec-6 Telephone Exchange,High,True,Clear,Poor,1,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.766931354533956,73,30.664129552493407,61,21:24,Jaitpur Crossing,Moderate,True,Clear,Poor,22,31,Lal Kuan,High,True,Cloudy,Moderate,1,1,Okhla Phase 1,High,True,Clear,Good,47,20,Govind Puri Metro Station,Moderate,True,Clear,Poor,13,9,Nehru Place Terminal,High,True,Rainy,Moderate,47,34,Panchsheel Enclave,Low,False,Foggy,Good,43,44,IIT Gate,Low,True,Clear,Poor,42,6,Munirka DDA Flats,Moderate,False,Foggy,Moderate,16,21,Vasant Vihar,Moderate,False,Rainy,Poor,18,8,Palam Airport / IGI Airport T111,Low,False,Cloudy,Good,40,12,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Poor,13,33,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Poor,37,45
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.65759484008501,58,28.331970446372633,77,08:34,Jaitpur Crossing,Moderate,True,Foggy,Moderate,20,46,Lal Kuan,Moderate,False,Clear,Good,50,4,Okhla Phase 1,Low,False,Clear,Poor,37,11,Govind Puri Metro Station,High,False,Cloudy,Moderate,45,9,Nehru Place Terminal,Moderate,True,Rainy,Poor,20,24,Panchsheel Enclave,High,False,Rainy,Poor,21,13,IIT Gate,Moderate,True,Foggy,Poor,35,36,Munirka DDA Flats,Low,True,Foggy,Moderate,26,33,Vasant Vihar,High,True,Foggy,Good,29,36,Palam Airport / IGI Airport T111,Moderate,False,Clear,Good,33,16,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Poor,3,3,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Good,11,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.618844818723566,90,26.372861363963136,68,15:09,Jaitpur Crossing,Low,True,Rainy,Moderate,20,21,Lal Kuan,Moderate,True,Foggy,Moderate,0,29,Okhla Phase 1,Moderate,False,Cloudy,Poor,19,35,Govind Puri Metro Station,Low,False,Clear,Poor,12,50,Nehru Place Terminal,Moderate,True,Cloudy,Poor,32,43,Panchsheel Enclave,Low,False,Rainy,Moderate,10,17,IIT Gate,High,True,Foggy,Moderate,37,36,Munirka DDA Flats,Low,True,Clear,Moderate,7,32,Vasant Vihar,Moderate,True,Rainy,Moderate,11,39,Palam Airport / IGI Airport T111,Low,False,Foggy,Poor,46,48,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Poor,24,1,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Moderate,33,18
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.68475679474588,88,28.627681962383377,70,16:12,Jaitpur Crossing,Moderate,False,Clear,Moderate,10,42,Lal Kuan,Moderate,True,Clear,Poor,36,32,Okhla Phase 1,High,True,Cloudy,Good,43,18,Govind Puri Metro Station,Low,True,Clear,Good,35,4,Nehru Place Terminal,Low,True,Foggy,Poor,6,37,Panchsheel Enclave,High,False,Foggy,Poor,2,3,IIT Gate,Moderate,True,Foggy,Good,43,7,Munirka DDA Flats,Moderate,False,Clear,Poor,26,13,Vasant Vihar,Moderate,True,Cloudy,Moderate,38,5,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Good,21,22,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Good,31,7,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Poor,29,0
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.84918127666244,70,32.39679237447293,73,07:33,Jaitpur Crossing,Moderate,False,Rainy,Good,28,44,Lal Kuan,Low,True,Clear,Good,20,35,Okhla Phase 1,Low,False,Foggy,Moderate,11,36,Govind Puri Metro Station,High,False,Rainy,Good,16,37,Nehru Place Terminal,High,True,Foggy,Poor,22,7,Panchsheel Enclave,Moderate,False,Foggy,Good,11,43,IIT Gate,Low,True,Foggy,Good,35,26,Munirka DDA Flats,Low,False,Rainy,Poor,46,23,Vasant Vihar,Moderate,True,Clear,Good,33,36,Palam Airport / IGI Airport T111,High,False,Foggy,Poor,36,45,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Moderate,36,6,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Moderate,9,36
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.425361365723,67,34.35744518954802,69,16:48,Jaitpur Crossing,Moderate,True,Cloudy,Poor,40,18,Lal Kuan,High,True,Foggy,Poor,28,14,Okhla Phase 1,High,False,Cloudy,Moderate,20,11,Govind Puri Metro Station,High,False,Cloudy,Poor,41,3,Nehru Place Terminal,Moderate,True,Clear,Poor,14,38,Panchsheel Enclave,Low,True,Cloudy,Good,46,8,IIT Gate,Moderate,False,Foggy,Moderate,5,1,Munirka DDA Flats,Moderate,False,Clear,Good,50,50,Vasant Vihar,High,False,Cloudy,Moderate,3,39,Palam Airport / IGI Airport T111,High,True,Clear,Moderate,28,0,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Clear,Poor,6,48,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,23,42
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.272090227850054,56,27.871325454690158,68,17:01,Jaitpur Crossing,Moderate,False,Clear,Moderate,45,12,Lal Kuan,Moderate,False,Clear,Moderate,9,8,Okhla Phase 1,Low,True,Rainy,Moderate,47,22,Govind Puri Metro Station,High,False,Foggy,Poor,1,11,Nehru Place Terminal,High,True,Rainy,Good,39,7,Panchsheel Enclave,Moderate,False,Foggy,Moderate,8,29,IIT Gate,High,True,Clear,Poor,30,32,Munirka DDA Flats,Moderate,False,Cloudy,Good,34,7,Vasant Vihar,High,False,Clear,Good,19,40,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Poor,34,12,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Rainy,Moderate,17,23,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Moderate,9,26
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.58764005313014,57,30.456684539388768,79,01:51,Jaitpur Crossing,Moderate,True,Cloudy,Poor,36,43,Lal Kuan,Low,True,Foggy,Good,26,13,Okhla Phase 1,Low,False,Rainy,Moderate,47,0,Govind Puri Metro Station,Low,False,Cloudy,Good,15,38,Nehru Place Terminal,High,True,Cloudy,Good,23,7,Panchsheel Enclave,High,True,Foggy,Moderate,14,18,IIT Gate,Low,False,Clear,Good,30,16,Munirka DDA Flats,Moderate,True,Clear,Poor,13,32,Vasant Vihar,Low,False,Clear,Good,26,5,Palam Airport / IGI Airport T111,High,False,Foggy,Poor,20,50,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Moderate,10,23,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Poor,45,11
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.704139033693234,54,31.795319321711126,90,08:50,Jaitpur Crossing,Moderate,True,Rainy,Poor,13,41,Lal Kuan,High,True,Rainy,Moderate,15,35,Okhla Phase 1,High,False,Clear,Good,20,4,Govind Puri Metro Station,Moderate,False,Clear,Moderate,37,39,Nehru Place Terminal,Low,False,Rainy,Poor,25,48,Panchsheel Enclave,Moderate,False,Rainy,Moderate,48,43,IIT Gate,Moderate,True,Rainy,Poor,49,16,Munirka DDA Flats,High,False,Cloudy,Good,24,14,Vasant Vihar,Moderate,False,Foggy,Poor,49,23,Palam Airport / IGI Airport T111,Low,True,Cloudy,Poor,38,50,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Good,24,26,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Moderate,30,27
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.587104626932152,75,32.39452211915502,87,12:57,Jaitpur Crossing,Moderate,False,Foggy,Moderate,41,22,Lal Kuan,High,True,Foggy,Moderate,47,47,Okhla Phase 1,High,True,Cloudy,Moderate,33,20,Govind Puri Metro Station,Low,False,Cloudy,Good,24,39,Nehru Place Terminal,Moderate,False,Rainy,Poor,6,4,Panchsheel Enclave,Moderate,False,Rainy,Good,27,23,IIT Gate,Moderate,True,Clear,Good,47,49,Munirka DDA Flats,High,True,Clear,Poor,23,2,Vasant Vihar,High,True,Clear,Good,20,14,Palam Airport / IGI Airport T111,Low,False,Rainy,Moderate,47,48,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Good,38,38,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Poor,41,18
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.574534549760017,72,28.51569779951,70,08:09,Jaitpur Crossing,Low,True,Cloudy,Good,34,42,Lal Kuan,Low,True,Rainy,Poor,11,18,Okhla Phase 1,Moderate,False,Foggy,Poor,36,0,Govind Puri Metro Station,High,True,Rainy,Moderate,0,6,Nehru Place Terminal,Moderate,True,Rainy,Poor,37,30,Panchsheel Enclave,Low,True,Cloudy,Good,3,33,IIT Gate,High,False,Cloudy,Good,31,36,Munirka DDA Flats,Low,True,Rainy,Moderate,43,39,Vasant Vihar,Low,False,Foggy,Poor,32,10,Palam Airport / IGI Airport T111,Moderate,True,Cloudy,Poor,45,25,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Poor,50,1,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Good,6,33
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.830030001222802,82,33.8475236132916,90,18:56,Jaitpur Crossing,Moderate,True,Rainy,Moderate,11,5,Lal Kuan,Moderate,True,Cloudy,Poor,45,31,Okhla Phase 1,Low,True,Clear,Good,39,24,Govind Puri Metro Station,Moderate,False,Cloudy,Poor,3,16,Nehru Place Terminal,Low,False,Foggy,Good,22,2,Panchsheel Enclave,High,True,Foggy,Moderate,14,47,IIT Gate,High,False,Cloudy,Poor,36,15,Munirka DDA Flats,Moderate,True,Clear,Good,26,6,Vasant Vihar,Low,True,Clear,Moderate,4,32,Palam Airport / IGI Airport T111,High,False,Rainy,Good,50,8,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Poor,10,2,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Poor,41,21
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.20743041094889,66,28.457164355271644,78,22:02,Jaitpur Crossing,Moderate,True,Foggy,Good,21,12,Lal Kuan,High,True,Foggy,Moderate,14,13,Okhla Phase 1,Moderate,False,Cloudy,Moderate,15,31,Govind Puri Metro Station,High,True,Foggy,Moderate,5,47,Nehru Place Terminal,Low,True,Foggy,Moderate,14,21,Panchsheel Enclave,Low,False,Rainy,Poor,37,23,IIT Gate,Low,True,Clear,Poor,36,36,Munirka DDA Flats,Low,False,Rainy,Good,15,38,Vasant Vihar,Moderate,True,Clear,Moderate,43,15,Palam Airport / IGI Airport T111,Moderate,False,Clear,Moderate,12,4,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Good,0,24,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Good,47,45
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.79256995084101,50,29.838730135915874,52,18:12,Jaitpur Crossing,High,True,Clear,Good,17,39,Lal Kuan,Moderate,False,Clear,Poor,21,26,Okhla Phase 1,Low,False,Rainy,Good,20,1,Govind Puri Metro Station,Low,True,Cloudy,Moderate,41,32,Nehru Place Terminal,Low,False,Foggy,Poor,45,49,Panchsheel Enclave,Moderate,False,Foggy,Good,9,8,IIT Gate,Moderate,True,Clear,Good,10,2,Munirka DDA Flats,Low,False,Rainy,Good,44,24,Vasant Vihar,Moderate,True,Rainy,Good,33,45,Palam Airport / IGI Airport T111,High,False,Foggy,Good,46,0,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Rainy,Good,32,47,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Moderate,49,24
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.213190281826222,85,33.48798068709091,83,06:50,Jaitpur Crossing,High,True,Foggy,Good,9,43,Lal Kuan,High,True,Rainy,Good,45,7,Okhla Phase 1,Low,False,Rainy,Good,40,36,Govind Puri Metro Station,Moderate,True,Cloudy,Poor,47,3,Nehru Place Terminal,Low,False,Foggy,Moderate,26,6,Panchsheel Enclave,High,False,Clear,Poor,19,5,IIT Gate,Low,False,Cloudy,Good,19,24,Munirka DDA Flats,Low,True,Clear,Good,4,18,Vasant Vihar,Low,True,Clear,Moderate,18,24,Palam Airport / IGI Airport T111,Moderate,False,Clear,Moderate,35,25,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Foggy,Poor,38,45,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Good,44,0
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.879256305947195,70,33.57418437475817,81,03:36,Jaitpur Crossing,Low,True,Clear,Poor,7,4,Lal Kuan,High,False,Foggy,Moderate,45,10,Okhla Phase 1,High,True,Rainy,Poor,17,43,Govind Puri Metro Station,Low,False,Rainy,Good,13,45,Nehru Place Terminal,Low,True,Cloudy,Moderate,36,32,Panchsheel Enclave,Low,False,Rainy,Poor,12,45,IIT Gate,Low,False,Foggy,Good,45,18,Munirka DDA Flats,Low,True,Foggy,Moderate,3,20,Vasant Vihar,Low,False,Foggy,Good,43,34,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Poor,7,25,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Good,46,34,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,3,8
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.932601785462797,71,28.32095599737519,84,06:03,Jaitpur Crossing,High,False,Cloudy,Poor,10,12,Lal Kuan,High,False,Foggy,Moderate,30,31,Okhla Phase 1,High,False,Rainy,Good,2,11,Govind Puri Metro Station,Moderate,True,Clear,Good,8,27,Nehru Place Terminal,Moderate,True,Rainy,Moderate,4,6,Panchsheel Enclave,Moderate,True,Clear,Poor,37,3,IIT Gate,Low,True,Rainy,Good,46,21,Munirka DDA Flats,Low,True,Foggy,Moderate,5,24,Vasant Vihar,Low,False,Rainy,Moderate,1,7,Palam Airport / IGI Airport T111,Moderate,False,Clear,Poor,12,48,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Cloudy,Moderate,48,8,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Poor,6,13
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.85544721052838,76,32.68574850495269,80,08:24,Jaitpur Crossing,Moderate,False,Foggy,Moderate,9,43,Lal Kuan,High,True,Clear,Moderate,39,23,Okhla Phase 1,High,False,Foggy,Poor,5,16,Govind Puri Metro Station,Low,True,Cloudy,Good,15,1,Nehru Place Terminal,High,True,Rainy,Good,7,49,Panchsheel Enclave,Moderate,True,Rainy,Poor,45,9,IIT Gate,Low,True,Cloudy,Poor,27,1,Munirka DDA Flats,Low,True,Cloudy,Poor,45,8,Vasant Vihar,High,True,Foggy,Moderate,41,14,Palam Airport / IGI Airport T111,High,True,Clear,Good,34,4,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Good,38,40,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Good,46,13
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.029827970815354,68,28.94559989500695,56,08:17,Jaitpur Crossing,Low,False,Clear,Poor,18,14,Lal Kuan,High,False,Clear,Poor,24,37,Okhla Phase 1,Low,True,Rainy,Good,35,38,Govind Puri Metro Station,High,False,Rainy,Moderate,3,4,Nehru Place Terminal,Moderate,True,Cloudy,Poor,27,10,Panchsheel Enclave,High,True,Clear,Good,11,35,IIT Gate,Low,False,Foggy,Moderate,33,16,Munirka DDA Flats,Moderate,False,Rainy,Poor,35,36,Vasant Vihar,High,True,Foggy,Good,21,30,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Good,15,36,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Foggy,Poor,44,19,Dwarka Sec-6 Telephone Exchange,Moderate,True,Foggy,Moderate,18,18
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.220055910624374,68,33.40214370603224,64,05:35,Jaitpur Crossing,Low,False,Cloudy,Moderate,40,46,Lal Kuan,Low,True,Cloudy,Poor,12,38,Okhla Phase 1,Moderate,True,Rainy,Poor,31,47,Govind Puri Metro Station,High,True,Clear,Moderate,36,18,Nehru Place Terminal,High,False,Foggy,Poor,38,33,Panchsheel Enclave,High,True,Rainy,Poor,24,23,IIT Gate,Low,False,Foggy,Good,7,19,Munirka DDA Flats,High,True,Foggy,Poor,1,1,Vasant Vihar,Moderate,True,Clear,Poor,34,2,Palam Airport / IGI Airport T111,Low,False,Cloudy,Moderate,9,30,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Good,28,15,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Good,40,19
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.99807584634689,75,27.107310591256063,64,20:33,Jaitpur Crossing,Low,False,Clear,Poor,11,6,Lal Kuan,Moderate,True,Foggy,Moderate,26,45,Okhla Phase 1,Low,True,Rainy,Poor,40,1,Govind Puri Metro Station,Moderate,True,Cloudy,Good,10,7,Nehru Place Terminal,Low,False,Clear,Poor,47,42,Panchsheel Enclave,High,False,Clear,Poor,4,26,IIT Gate,Moderate,False,Rainy,Poor,10,8,Munirka DDA Flats,Moderate,False,Foggy,Poor,18,1,Vasant Vihar,Moderate,True,Foggy,Poor,16,37,Palam Airport / IGI Airport T111,Low,False,Cloudy,Good,22,27,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Moderate,19,19,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Good,42,5
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.26127192379741,50,29.343663442771366,76,10:01,Jaitpur Crossing,Moderate,False,Rainy,Poor,50,13,Lal Kuan,Moderate,True,Rainy,Good,14,8,Okhla Phase 1,High,False,Cloudy,Poor,8,17,Govind Puri Metro Station,High,True,Clear,Good,38,22,Nehru Place Terminal,Moderate,False,Rainy,Good,0,49,Panchsheel Enclave,Moderate,True,Clear,Poor,46,2,IIT Gate,Low,True,Rainy,Poor,13,3,Munirka DDA Flats,Moderate,True,Cloudy,Moderate,38,36,Vasant Vihar,High,False,Foggy,Good,28,49,Palam Airport / IGI Airport T111,High,True,Foggy,Good,36,15,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Poor,1,24,Dwarka Sec-6 Telephone Exchange,Low,True,Clear,Moderate,25,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.2569585907232,64,30.602213306340715,66,14:34,Jaitpur Crossing,Moderate,False,Foggy,Moderate,37,18,Lal Kuan,High,False,Rainy,Good,18,19,Okhla Phase 1,Low,False,Rainy,Poor,23,47,Govind Puri Metro Station,Moderate,False,Rainy,Poor,19,39,Nehru Place Terminal,Moderate,False,Cloudy,Good,5,9,Panchsheel Enclave,Moderate,True,Clear,Moderate,50,31,IIT Gate,High,False,Rainy,Poor,28,27,Munirka DDA Flats,Low,False,Clear,Good,25,50,Vasant Vihar,High,True,Foggy,Good,43,19,Palam Airport / IGI Airport T111,High,False,Cloudy,Good,25,48,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Poor,5,4,Dwarka Sec-6 Telephone Exchange,Low,False,Foggy,Poor,41,33
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.403609429343582,57,34.367377314527374,52,04:55,Jaitpur Crossing,Low,False,Foggy,Moderate,18,41,Lal Kuan,Moderate,True,Clear,Moderate,27,4,Okhla Phase 1,Low,False,Clear,Good,46,29,Govind Puri Metro Station,Moderate,True,Cloudy,Poor,19,4,Nehru Place Terminal,Moderate,False,Foggy,Good,14,24,Panchsheel Enclave,High,True,Clear,Poor,11,44,IIT Gate,High,False,Clear,Poor,22,20,Munirka DDA Flats,High,True,Foggy,Poor,0,26,Vasant Vihar,Low,False,Clear,Good,30,7,Palam Airport / IGI Airport T111,Moderate,True,Clear,Good,19,20,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Moderate,31,27,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Moderate,20,46
